interval_id,minimum_type,start_n,end_n,width,T,position,left_neighbor_T,right_neighbor_T
PILOT-A,weak,2,2,1,1,left_endpoint,,1
PILOT-A,weak,3,3,1,1,interior,1,2
PILOT-A,strict,5,5,1,1,interior,2,3
PILOT-A,weak,5,5,1,1,interior,2,3
PILOT-A,strict,7,7,1,2,interior,3,3
PILOT-A,weak,7,7,1,2,interior,3,3
PILOT-A,strict,9,9,1,2,interior,3,4
PILOT-A,weak,9,9,1,2,interior,3,4
PILOT-A,strict,11,11,1,3,interior,4,4
PILOT-A,weak,11,11,1,3,interior,4,4
PILOT-A,strict,13,13,1,2,interior,4,4
PILOT-A,weak,13,13,1,2,interior,4,4
PILOT-A,strict,17,17,1,2,interior,3,4
PILOT-A,weak,17,17,1,2,interior,3,4
PILOT-A,strict,21,21,1,2,interior,3,4
PILOT-A,weak,21,21,1,2,interior,3,4
PILOT-A,strict,23,23,1,3,interior,4,4
PILOT-A,weak,23,23,1,3,interior,4,4
PILOT-A,strict,25,25,1,1,interior,4,4
PILOT-A,weak,25,25,1,1,interior,4,4
PILOT-A,weak,27,27,1,4,interior,4,6
PILOT-A,strict,29,29,1,3,interior,6,6
PILOT-A,weak,29,29,1,3,interior,6,6
PILOT-A,strict,31,31,1,4,interior,6,5
PILOT-A,weak,31,31,1,4,interior,6,5
PILOT-A,weak,33,33,1,5,interior,5,6
PILOT-A,strict,35,35,1,4,interior,6,8
PILOT-A,weak,35,35,1,4,interior,6,8
PILOT-A,strict,37,37,1,4,interior,8,6
PILOT-A,weak,37,37,1,4,interior,8,6
PILOT-A,weak,39,39,1,5,interior,6,5
PILOT-A,strict,41,41,1,4,interior,5,7
PILOT-A,weak,41,41,1,4,interior,5,7
PILOT-A,strict,43,43,1,5,interior,7,7
PILOT-A,weak,43,43,1,5,interior,7,7
PILOT-A,strict,45,45,1,5,interior,7,6
PILOT-A,weak,45,45,1,5,interior,7,6
PILOT-A,strict,47,47,1,4,interior,6,5
PILOT-A,weak,47,47,1,4,interior,6,5
PILOT-A,strict,49,49,1,3,interior,5,4
PILOT-A,weak,49,49,1,3,interior,5,4
PILOT-A,weak,52,52,1,5,interior,6,5
PILOT-A,weak,53,53,1,5,interior,5,7
PILOT-A,strict,56,56,1,3,interior,5,6
PILOT-A,weak,56,56,1,3,interior,5,6
PILOT-A,weak,58,58,1,4,interior,6,4
PILOT-A,weak,59,59,1,4,interior,4,8
PILOT-A,strict,61,61,1,3,interior,8,6
PILOT-A,weak,61,61,1,3,interior,8,6
PILOT-A,weak,63,63,1,5,interior,6,5
PILOT-A,strict,65,65,1,4,interior,5,6
PILOT-A,weak,65,65,1,4,interior,5,6
PILOT-A,strict,67,67,1,4,interior,6,7
PILOT-A,weak,67,67,1,4,interior,6,7
PILOT-A,weak,70,70,1,4,interior,6,4
PILOT-A,weak,71,71,1,4,interior,4,5
PILOT-A,weak,73,73,1,4,interior,5,4
PILOT-A,weak,74,74,1,4,interior,4,5
PILOT-A,strict,76,76,1,4,interior,5,5
PILOT-A,weak,76,76,1,4,interior,5,5
PILOT-A,weak,79,79,1,4,interior,8,4
PILOT-A,weak,80,80,1,4,interior,4,5
PILOT-A,strict,83,83,1,4,interior,6,8
PILOT-A,weak,83,83,1,4,interior,6,8
PILOT-A,strict,85,85,1,2,interior,8,9
PILOT-A,weak,85,85,1,2,interior,8,9
PILOT-A,weak,88,88,1,5,interior,7,5
PILOT-A,weak,89,89,1,5,interior,5,6
PILOT-A,weak,91,91,1,6,interior,6,7
PILOT-A,strict,94,94,1,4,interior,6,6
PILOT-A,weak,94,94,1,4,interior,6,6
PILOT-A,strict,97,97,1,3,interior,6,4
PILOT-A,weak,97,97,1,3,interior,6,4
PILOT-A,strict,101,101,1,4,interior,7,8
PILOT-A,weak,101,101,1,4,interior,7,8
PILOT-A,strict,103,103,1,4,interior,8,6
PILOT-A,weak,103,103,1,4,interior,8,6
PILOT-A,strict,105,105,1,4,interior,6,8
PILOT-A,weak,105,105,1,4,interior,6,8
PILOT-A,strict,107,107,1,6,interior,8,10
PILOT-A,weak,107,107,1,6,interior,8,10
PILOT-A,strict,109,109,1,3,interior,10,7
PILOT-A,weak,109,109,1,3,interior,10,7
PILOT-A,weak,112,112,1,5,interior,7,5
PILOT-A,weak,113,113,1,5,interior,5,7
PILOT-A,weak,116,116,1,6,interior,7,6
PILOT-A,weak,117,117,1,6,interior,6,6
PILOT-A,weak,118,118,1,6,interior,6,6
PILOT-A,strict,121,121,1,3,interior,4,5
PILOT-A,weak,121,121,1,3,interior,4,5
PILOT-A,strict,125,125,1,5,interior,6,9
PILOT-A,weak,125,125,1,5,interior,6,9
PILOT-A,strict,128,128,1,5,interior,8,6
PILOT-A,weak,128,128,1,5,interior,8,6
PILOT-A,strict,133,133,1,4,interior,12,9
PILOT-A,weak,133,133,1,4,interior,12,9
PILOT-A,strict,137,137,1,4,interior,8,9
PILOT-A,weak,137,137,1,4,interior,8,9
PILOT-A,strict,140,140,1,5,interior,6,6
PILOT-A,weak,140,140,1,5,interior,6,6
PILOT-A,weak,143,143,1,7,interior,7,8
PILOT-A,strict,145,145,1,5,interior,8,6
PILOT-A,weak,145,145,1,5,interior,8,6
PILOT-A,weak,148,148,1,5,interior,8,5
PILOT-A,weak,149,149,1,5,interior,5,11
PILOT-A,strict,152,152,1,7,interior,9,8
PILOT-A,weak,152,152,1,7,interior,9,8
PILOT-A,strict,155,155,1,7,interior,10,10
PILOT-A,weak,155,155,1,7,interior,10,10
PILOT-A,strict,157,157,1,5,interior,10,8
PILOT-A,weak,157,157,1,5,interior,10,8
PILOT-A,strict,161,161,1,4,interior,7,9
PILOT-A,weak,161,161,1,4,interior,7,9
PILOT-A,strict,163,163,1,7,interior,9,8
PILOT-A,weak,163,163,1,7,interior,9,8
PILOT-A,weak,165,165,1,6,interior,8,6
PILOT-A,weak,166,166,1,6,interior,6,6
PILOT-A,weak,167,167,1,6,interior,6,9
PILOT-A,strict,169,169,1,4,interior,9,8
PILOT-A,weak,169,169,1,4,interior,9,8
PILOT-A,strict,173,173,1,5,interior,8,9
PILOT-A,weak,173,173,1,5,interior,8,9
PILOT-A,strict,175,175,1,6,interior,9,7
PILOT-A,weak,175,175,1,6,interior,9,7
PILOT-A,weak,178,178,1,8,interior,8,8
PILOT-A,weak,179,179,1,8,interior,8,8
PILOT-A,strict,182,182,1,5,interior,6,8
PILOT-A,weak,182,182,1,5,interior,6,8
PILOT-A,strict,185,185,1,4,interior,7,9
PILOT-A,weak,185,185,1,4,interior,7,9
PILOT-A,strict,187,187,1,8,interior,9,9
PILOT-A,weak,187,187,1,8,interior,9,9
PILOT-A,weak,189,189,1,6,interior,9,6
PILOT-A,weak,190,190,1,6,interior,6,6
PILOT-A,weak,191,191,1,6,interior,6,8
PILOT-A,strict,193,193,1,3,interior,8,4
PILOT-A,weak,193,193,1,3,interior,8,4
PILOT-A,strict,197,197,1,5,interior,7,9
PILOT-A,weak,197,197,1,5,interior,7,9
PILOT-A,strict,200,200,1,5,interior,8,8
PILOT-A,weak,200,200,1,5,interior,8,8
PILOT-A,strict,203,203,1,6,interior,8,9
PILOT-A,weak,203,203,1,6,interior,8,9
PILOT-A,strict,205,205,1,4,interior,9,10
PILOT-A,weak,205,205,1,4,interior,9,10
PILOT-A,strict,209,209,1,5,interior,10,10
PILOT-A,weak,209,209,1,5,interior,10,10
PILOT-A,strict,211,211,1,6,interior,10,7
PILOT-A,weak,211,211,1,6,interior,10,7
PILOT-A,strict,213,213,1,6,interior,7,8
PILOT-A,weak,213,213,1,6,interior,7,8
PILOT-A,strict,215,215,1,6,interior,8,9
PILOT-A,weak,215,215,1,6,interior,8,9
PILOT-A,strict,217,217,1,3,interior,9,4
PILOT-A,weak,217,217,1,3,interior,9,4
PILOT-A,strict,221,221,1,3,interior,4,10
PILOT-A,weak,221,221,1,3,interior,4,10
PILOT-A,weak,223,223,1,7,interior,10,7
PILOT-A,weak,224,224,1,7,interior,7,7
PILOT-A,weak,225,225,1,7,interior,7,9
PILOT-A,strict,227,227,1,6,interior,9,10
PILOT-A,weak,227,227,1,6,interior,9,10
PILOT-A,strict,229,229,1,4,interior,10,8
PILOT-A,weak,229,229,1,4,interior,10,8
PILOT-A,strict,233,233,1,6,interior,10,10
PILOT-A,weak,233,233,1,6,interior,10,10
PILOT-A,strict,238,238,1,5,interior,6,7
PILOT-A,weak,238,238,1,5,interior,6,7
PILOT-A,strict,241,241,1,3,interior,8,8
PILOT-A,weak,241,241,1,3,interior,8,8
PILOT-A,strict,245,245,1,4,interior,7,11
PILOT-A,weak,245,245,1,4,interior,7,11
PILOT-A,strict,247,247,1,7,interior,11,8
PILOT-A,weak,247,247,1,7,interior,11,8
PILOT-A,strict,251,251,1,8,interior,9,11
PILOT-A,weak,251,251,1,8,interior,9,11
PILOT-A,weak,253,253,1,8,interior,11,8
PILOT-A,weak,254,254,1,8,interior,8,9
PILOT-A,strict,257,257,1,6,interior,9,9
PILOT-A,weak,257,257,1,6,interior,9,9
PILOT-A,strict,259,259,1,8,interior,9,9
PILOT-A,weak,259,259,1,8,interior,9,9
PILOT-A,strict,261,261,1,7,interior,9,8
PILOT-A,weak,261,261,1,7,interior,9,8
PILOT-A,strict,263,263,1,6,interior,8,11
PILOT-A,weak,263,263,1,6,interior,8,11
PILOT-A,strict,265,265,1,6,interior,11,7
PILOT-A,weak,265,265,1,6,interior,11,7
PILOT-A,weak,268,268,1,7,interior,8,7
PILOT-A,weak,269,269,1,7,interior,7,12
PILOT-A,strict,272,272,1,5,interior,9,11
PILOT-A,weak,272,272,1,5,interior,9,11
PILOT-A,strict,275,275,1,7,interior,8,10
PILOT-A,weak,275,275,1,7,interior,8,10
PILOT-A,strict,277,277,1,7,interior,10,11
PILOT-A,weak,277,277,1,7,interior,10,11
PILOT-A,strict,281,281,1,5,interior,8,9
PILOT-A,weak,281,281,1,5,interior,8,9
PILOT-A,strict,283,283,1,7,interior,9,10
PILOT-A,weak,283,283,1,7,interior,9,10
PILOT-A,strict,287,287,1,7,interior,8,11
PILOT-A,weak,287,287,1,7,interior,8,11
PILOT-A,strict,290,290,1,5,interior,7,9
PILOT-A,weak,290,290,1,5,interior,7,9
PILOT-A,strict,292,292,1,4,interior,9,8
PILOT-A,weak,292,292,1,4,interior,9,8
PILOT-A,strict,295,295,1,7,interior,10,9
PILOT-A,weak,295,295,1,7,interior,10,9
PILOT-A,strict,299,299,1,5,interior,10,12
PILOT-A,weak,299,299,1,5,interior,10,12
PILOT-A,strict,301,301,1,5,interior,12,10
PILOT-A,weak,301,301,1,5,interior,12,10
PILOT-A,strict,303,303,1,8,interior,10,9
PILOT-A,weak,303,303,1,8,interior,10,9
PILOT-A,strict,305,305,1,5,interior,9,10
PILOT-A,weak,305,305,1,5,interior,9,10
PILOT-A,strict,307,307,1,8,interior,10,9
PILOT-A,weak,307,307,1,8,interior,10,9
PILOT-A,strict,310,310,1,3,interior,10,6
PILOT-A,weak,310,310,1,3,interior,10,6
PILOT-A,weak,313,313,1,6,interior,9,6
PILOT-A,weak,314,314,1,6,interior,6,8
PILOT-A,strict,317,317,1,6,interior,9,8
PILOT-A,weak,317,317,1,6,interior,9,8
PILOT-A,weak,319,319,1,8,interior,8,9
PILOT-A,strict,323,323,1,6,interior,10,12
PILOT-A,weak,323,323,1,6,interior,10,12
PILOT-A,strict,325,325,1,5,interior,12,10
PILOT-A,weak,325,325,1,5,interior,12,10
PILOT-A,strict,327,327,1,9,interior,10,10
PILOT-A,weak,327,327,1,9,interior,10,10
PILOT-A,strict,329,329,1,5,interior,10,10
PILOT-A,weak,329,329,1,5,interior,10,10
PILOT-A,weak,331,331,1,8,interior,10,8
PILOT-A,weak,332,332,1,8,interior,8,9
PILOT-A,strict,335,335,1,3,interior,9,6
PILOT-A,weak,335,335,1,3,interior,9,6
PILOT-A,strict,337,337,1,4,interior,6,7
PILOT-A,weak,337,337,1,4,interior,6,7
PILOT-A,weak,340,340,1,7,interior,8,7
PILOT-A,weak,341,341,1,7,interior,7,12
PILOT-A,strict,344,344,1,5,interior,6,8
PILOT-A,weak,344,344,1,5,interior,6,8
PILOT-A,strict,347,347,1,7,interior,9,12
PILOT-A,weak,347,347,1,7,interior,9,12
PILOT-A,strict,349,349,1,5,interior,12,8
PILOT-A,weak,349,349,1,5,interior,12,8
PILOT-A,strict,353,353,1,6,interior,10,9
PILOT-A,weak,353,353,1,6,interior,10,9
PILOT-A,weak,355,355,1,6,interior,9,6
PILOT-A,weak,356,356,1,6,interior,6,9
PILOT-A,strict,358,358,1,6,interior,9,8
PILOT-A,weak,358,358,1,6,interior,9,8
PILOT-A,strict,362,362,1,5,interior,6,9
PILOT-A,weak,362,362,1,5,interior,6,9
PILOT-A,strict,364,364,1,6,interior,9,8
PILOT-A,weak,364,364,1,6,interior,9,8
PILOT-A,strict,367,367,1,8,interior,12,9
PILOT-A,weak,367,367,1,8,interior,12,9
PILOT-A,weak,369,369,1,9,interior,9,11
PILOT-A,strict,371,371,1,7,interior,11,11
PILOT-A,weak,371,371,1,7,interior,11,11
PILOT-A,strict,373,373,1,6,interior,11,9
PILOT-A,weak,373,373,1,6,interior,11,9
PILOT-A,strict,377,377,1,8,interior,9,10
PILOT-A,weak,377,377,1,8,interior,9,10
PILOT-A,strict,380,380,1,6,interior,8,9
PILOT-A,weak,380,380,1,6,interior,8,9
PILOT-A,strict,382,382,1,3,interior,9,6
PILOT-A,weak,382,382,1,3,interior,9,6
PILOT-A,strict,386,386,1,5,interior,8,8
PILOT-A,weak,386,386,1,5,interior,8,8
PILOT-A,strict,389,389,1,6,interior,9,9
PILOT-A,weak,389,389,1,6,interior,9,9
PILOT-A,weak,391,391,1,7,interior,9,7
PILOT-A,weak,392,392,1,7,interior,7,10
PILOT-A,strict,395,395,1,7,interior,10,11
PILOT-A,weak,395,395,1,7,interior,10,11
PILOT-A,weak,397,397,1,9,interior,11,9
PILOT-A,weak,398,398,1,9,interior,9,9
PILOT-A,strict,401,401,1,7,interior,8,11
PILOT-A,weak,401,401,1,7,interior,8,11
PILOT-A,strict,404,404,1,7,interior,9,10
PILOT-A,weak,404,404,1,7,interior,9,10
PILOT-A,strict,407,407,1,6,interior,8,10
PILOT-A,weak,407,407,1,6,interior,8,10
PILOT-A,strict,410,410,1,5,interior,6,9
PILOT-A,weak,410,410,1,5,interior,6,9
PILOT-A,strict,413,413,1,7,interior,8,12
PILOT-A,weak,413,413,1,7,interior,8,12
PILOT-A,strict,416,416,1,6,interior,7,10
PILOT-A,weak,416,416,1,6,interior,7,10
PILOT-A,strict,419,419,1,6,interior,10,11
PILOT-A,weak,419,419,1,6,interior,10,11
PILOT-A,strict,421,421,1,7,interior,11,9
PILOT-A,weak,421,421,1,7,interior,11,9
PILOT-A,strict,423,423,1,7,interior,9,10
PILOT-A,weak,423,423,1,7,interior,9,10
PILOT-A,strict,425,425,1,6,interior,10,12
PILOT-A,weak,425,425,1,6,interior,10,12
PILOT-A,strict,427,427,1,5,interior,12,7
PILOT-A,weak,427,427,1,5,interior,12,7
PILOT-A,strict,430,430,1,6,interior,10,8
PILOT-A,weak,430,430,1,6,interior,10,8
PILOT-A,strict,434,434,1,4,interior,8,8
PILOT-A,weak,434,434,1,4,interior,8,8
PILOT-A,strict,436,436,1,3,interior,8,6
PILOT-A,weak,436,436,1,3,interior,8,6
PILOT-A,weak,439,439,1,8,interior,10,8
PILOT-A,weak,440,440,1,8,interior,8,9
PILOT-A,strict,443,443,1,6,interior,9,11
PILOT-A,weak,443,443,1,6,interior,9,11
PILOT-A,strict,445,445,1,4,interior,11,8
PILOT-A,weak,445,445,1,4,interior,11,8
PILOT-A,weak,447,447,1,8,interior,8,10
PILOT-A,strict,449,449,1,8,interior,10,9
PILOT-A,weak,449,449,1,8,interior,10,9
PILOT-A,weak,451,451,1,9,interior,9,9
PILOT-A,weak,452,452,1,9,interior,9,10
PILOT-A,strict,454,454,1,4,interior,10,7
PILOT-A,weak,454,454,1,4,interior,10,7
PILOT-A,strict,457,457,1,5,interior,10,6
PILOT-A,weak,457,457,1,5,interior,10,6
PILOT-A,strict,460,460,1,4,interior,10,6
PILOT-A,weak,460,460,1,4,interior,10,6
PILOT-A,weak,463,463,1,6,interior,9,6
PILOT-A,weak,464,464,1,6,interior,6,8
PILOT-A,strict,467,467,1,7,interior,10,11
PILOT-A,weak,467,467,1,7,interior,10,11
PILOT-A,strict,469,469,1,7,interior,11,9
PILOT-A,weak,469,469,1,7,interior,11,9
PILOT-A,strict,471,471,1,7,interior,9,9
PILOT-A,weak,471,471,1,7,interior,9,9
PILOT-A,strict,473,473,1,7,interior,9,10
PILOT-A,weak,473,473,1,7,interior,9,10
PILOT-A,strict,475,475,1,7,interior,10,10
PILOT-A,weak,475,475,1,7,interior,10,10
PILOT-A,strict,479,479,1,5,interior,8,9
PILOT-A,weak,479,479,1,5,interior,8,9
PILOT-A,weak,481,481,1,5,interior,9,5
PILOT-A,weak,482,482,1,5,interior,5,9
PILOT-A,strict,484,484,1,6,interior,9,8
PILOT-A,weak,484,484,1,6,interior,9,8
PILOT-A,strict,488,488,1,6,interior,9,11
PILOT-A,weak,488,488,1,6,interior,9,11
PILOT-A,strict,491,491,1,7,interior,11,12
PILOT-A,weak,491,491,1,7,interior,11,12
PILOT-A,strict,493,493,1,7,interior,12,12
PILOT-A,weak,493,493,1,7,interior,12,12
PILOT-A,strict,495,495,1,9,interior,12,11
PILOT-A,weak,495,495,1,9,interior,12,11
PILOT-A,strict,497,497,1,4,interior,11,12
PILOT-A,weak,497,497,1,4,interior,11,12
PILOT-A,strict,499,499,1,5,interior,12,6
PILOT-A,weak,499,499,1,5,interior,12,6
PILOT-A,weak,501,501,1,6,interior,6,7
PILOT-A,strict,503,503,1,6,interior,7,8
PILOT-A,weak,503,503,1,6,interior,7,8
PILOT-A,strict,506,506,1,3,interior,7,7
PILOT-A,weak,506,506,1,3,interior,7,7
PILOT-A,strict,508,508,1,4,interior,7,8
PILOT-A,weak,508,508,1,4,interior,7,8
PILOT-A,weak,510,510,1,8,interior,8,8
PILOT-A,strict,512,512,1,7,interior,8,11
PILOT-A,weak,512,512,1,7,interior,8,11
PILOT-A,strict,515,515,1,6,interior,8,12
PILOT-A,weak,515,515,1,6,interior,8,12
PILOT-A,strict,517,517,1,6,interior,12,10
PILOT-A,weak,517,517,1,6,interior,12,10
PILOT-A,strict,519,519,1,6,interior,10,9
PILOT-A,weak,519,519,1,6,interior,10,9
PILOT-A,strict,521,521,1,5,interior,9,11
PILOT-A,weak,521,521,1,5,interior,9,11
PILOT-A,weak,523,523,1,6,interior,11,6
PILOT-A,weak,524,524,1,6,interior,6,8
PILOT-A,strict,527,527,1,6,interior,7,10
PILOT-A,weak,527,527,1,6,interior,7,10
PILOT-A,weak,529,529,1,6,interior,10,6
PILOT-A,weak,530,530,1,6,interior,6,9
PILOT-A,weak,532,532,1,7,interior,9,7
PILOT-A,weak,533,533,1,7,interior,7,8
PILOT-A,weak,535,535,1,7,interior,8,7
PILOT-A,weak,536,536,1,7,interior,7,11
PILOT-A,strict,539,539,1,7,interior,8,11
PILOT-A,weak,539,539,1,7,interior,8,11
PILOT-A,strict,541,541,1,5,interior,11,8
PILOT-A,weak,541,541,1,5,interior,11,8
PILOT-A,weak,543,543,1,8,interior,8,9
PILOT-A,strict,545,545,1,3,interior,9,10
PILOT-A,weak,545,545,1,3,interior,9,10
PILOT-A,strict,547,547,1,7,interior,10,9
PILOT-A,weak,547,547,1,7,interior,10,9
PILOT-A,weak,549,549,1,9,interior,9,9
PILOT-A,strict,551,551,1,5,interior,9,9
PILOT-A,weak,551,551,1,5,interior,9,9
PILOT-A,strict,554,554,1,6,interior,7,8
PILOT-A,weak,554,554,1,6,interior,7,8
PILOT-A,weak,556,556,1,7,interior,8,7
PILOT-A,weak,557,557,1,7,interior,7,9
PILOT-A,strict,560,560,1,2,interior,8,11
PILOT-A,weak,560,560,1,2,interior,8,11
PILOT-A,strict,563,563,1,6,interior,8,11
PILOT-A,weak,563,563,1,6,interior,8,11
PILOT-A,strict,565,565,1,4,interior,11,7
PILOT-A,weak,565,565,1,4,interior,11,7
PILOT-A,strict,569,569,1,5,interior,9,9
PILOT-A,weak,569,569,1,5,interior,9,9
PILOT-A,strict,571,571,1,7,interior,9,9
PILOT-A,weak,571,571,1,7,interior,9,9
PILOT-A,strict,574,574,1,5,interior,11,8
PILOT-A,weak,574,574,1,5,interior,11,8
PILOT-A,strict,578,578,1,4,interior,7,7
PILOT-A,weak,578,578,1,4,interior,7,7
PILOT-A,weak,580,580,1,6,interior,7,6
PILOT-A,weak,581,581,1,6,interior,6,10
PILOT-A,strict,584,584,1,6,interior,8,8
PILOT-A,weak,584,584,1,6,interior,8,8
PILOT-A,strict,587,587,1,5,interior,10,10
PILOT-A,weak,587,587,1,5,interior,10,10
PILOT-A,strict,589,589,1,4,interior,10,10
PILOT-A,weak,589,589,1,4,interior,10,10
PILOT-A,weak,591,591,1,8,interior,10,8
PILOT-A,weak,592,592,1,8,interior,8,8
PILOT-A,weak,593,593,1,8,interior,8,13
PILOT-A,strict,595,595,1,6,interior,13,8
PILOT-A,weak,595,595,1,6,interior,13,8
PILOT-A,strict,599,599,1,4,interior,6,9
PILOT-A,weak,599,599,1,4,interior,6,9
PILOT-A,weak,601,601,1,7,interior,9,7
PILOT-A,weak,602,602,1,7,interior,7,7
PILOT-A,weak,603,603,1,7,interior,7,8
PILOT-A,strict,605,605,1,6,interior,8,11
PILOT-A,weak,605,605,1,6,interior,8,11
PILOT-A,strict,607,607,1,6,interior,11,7
PILOT-A,weak,607,607,1,6,interior,11,7
PILOT-A,weak,611,611,1,9,interior,10,9
PILOT-A,strict,613,613,1,8,interior,9,9
PILOT-A,weak,613,613,1,8,interior,9,9
PILOT-A,strict,615,615,1,8,interior,9,9
PILOT-A,weak,615,615,1,8,interior,9,9
PILOT-A,strict,617,617,1,6,interior,9,11
PILOT-A,weak,617,617,1,6,interior,9,11
PILOT-A,weak,619,619,1,8,interior,11,8
PILOT-A,weak,620,620,1,8,interior,8,9
PILOT-A,strict,623,623,1,3,interior,4,8
PILOT-A,weak,623,623,1,3,interior,4,8
PILOT-A,strict,625,625,1,4,interior,8,6
PILOT-A,weak,625,625,1,4,interior,8,6
PILOT-A,strict,629,629,1,8,interior,9,11
PILOT-A,weak,629,629,1,8,interior,9,11
PILOT-A,strict,632,632,1,5,interior,9,11
PILOT-A,weak,632,632,1,5,interior,9,11
PILOT-A,weak,634,634,1,8,interior,11,8
PILOT-A,weak,635,635,1,8,interior,8,13
PILOT-A,strict,637,637,1,9,interior,13,11
PILOT-A,weak,637,637,1,9,interior,13,11
PILOT-A,strict,641,641,1,6,interior,10,11
PILOT-A,weak,641,641,1,6,interior,10,11
PILOT-A,strict,643,643,1,8,interior,11,11
PILOT-A,weak,643,643,1,8,interior,11,11
PILOT-A,strict,646,646,1,6,interior,12,8
PILOT-A,weak,646,646,1,6,interior,12,8
PILOT-A,strict,650,650,1,5,interior,6,10
PILOT-A,weak,650,650,1,5,interior,6,10
PILOT-A,strict,653,653,1,7,interior,8,13
PILOT-A,weak,653,653,1,7,interior,8,13
PILOT-A,strict,655,655,1,9,interior,13,10
PILOT-A,weak,655,655,1,9,interior,13,10
PILOT-A,strict,659,659,1,6,interior,10,14
PILOT-A,weak,659,659,1,6,interior,10,14
PILOT-A,strict,661,661,1,7,interior,14,12
PILOT-A,weak,661,661,1,7,interior,14,12
PILOT-A,weak,663,663,1,11,interior,12,11
PILOT-A,strict,665,665,1,9,interior,11,10
PILOT-A,weak,665,665,1,9,interior,11,10
PILOT-A,strict,667,667,1,9,interior,10,11
PILOT-A,weak,667,667,1,9,interior,10,11
PILOT-A,strict,670,670,1,7,interior,11,8
PILOT-A,weak,670,670,1,7,interior,11,8
PILOT-A,strict,673,673,1,7,interior,10,9
PILOT-A,weak,673,673,1,7,interior,10,9
PILOT-A,weak,676,676,1,7,interior,9,7
PILOT-A,weak,677,677,1,7,interior,7,12
PILOT-A,strict,679,679,1,7,interior,12,8
PILOT-A,weak,679,679,1,7,interior,12,8
PILOT-A,strict,683,683,1,9,interior,12,12
PILOT-A,weak,683,683,1,9,interior,12,12
PILOT-A,weak,685,685,1,8,interior,12,8
PILOT-A,weak,686,686,1,8,interior,8,10
PILOT-A,strict,688,688,1,8,interior,10,10
PILOT-A,weak,688,688,1,8,interior,10,10
PILOT-A,strict,690,690,1,9,interior,10,10
PILOT-A,weak,690,690,1,9,interior,10,10
PILOT-A,strict,692,692,1,9,interior,10,12
PILOT-A,weak,692,692,1,9,interior,10,12
PILOT-A,strict,695,695,1,6,interior,8,8
PILOT-A,weak,695,695,1,6,interior,8,8
PILOT-A,strict,697,697,1,5,interior,8,7
PILOT-A,weak,697,697,1,5,interior,8,7
PILOT-A,weak,700,700,1,9,interior,11,9
PILOT-A,weak,701,701,1,9,interior,9,12
PILOT-A,weak,703,703,1,7,interior,12,7
PILOT-A,weak,704,704,1,7,interior,7,11
PILOT-A,strict,707,707,1,8,interior,13,15
PILOT-A,weak,707,707,1,8,interior,13,15
PILOT-A,strict,709,709,1,7,interior,15,10
PILOT-A,weak,709,709,1,7,interior,15,10
PILOT-A,strict,713,713,1,8,interior,9,11
PILOT-A,weak,713,713,1,8,interior,9,11
PILOT-A,strict,715,715,1,8,interior,11,9
PILOT-A,weak,715,715,1,8,interior,11,9
PILOT-A,weak,717,717,1,9,interior,9,9
PILOT-A,strict,719,719,1,8,interior,9,10
PILOT-A,weak,719,719,1,8,interior,9,10
PILOT-A,weak,721,721,1,5,interior,10,5
PILOT-A,weak,722,722,1,5,interior,5,9
PILOT-A,strict,725,725,1,8,interior,10,17
PILOT-A,weak,725,725,1,8,interior,10,17
PILOT-A,strict,727,727,1,7,interior,17,9
PILOT-A,weak,727,727,1,7,interior,17,9
PILOT-A,strict,731,731,1,8,interior,11,18
PILOT-A,weak,731,731,1,8,interior,11,18
PILOT-A,strict,733,733,1,7,interior,18,14
PILOT-A,weak,733,733,1,7,interior,18,14
PILOT-A,strict,736,736,1,9,interior,14,10
PILOT-A,weak,736,736,1,9,interior,14,10
PILOT-A,strict,742,742,1,7,interior,8,12
PILOT-A,weak,742,742,1,7,interior,8,12
PILOT-A,strict,745,745,1,5,interior,11,8
PILOT-A,weak,745,745,1,5,interior,11,8
PILOT-A,strict,749,749,1,6,interior,11,13
PILOT-A,weak,749,749,1,6,interior,11,13
PILOT-A,strict,751,751,1,9,interior,13,10
PILOT-A,weak,751,751,1,9,interior,13,10
PILOT-A,strict,755,755,1,9,interior,12,18
PILOT-A,weak,755,755,1,9,interior,12,18
PILOT-A,strict,757,757,1,7,interior,18,12
PILOT-A,weak,757,757,1,7,interior,18,12
PILOT-A,strict,761,761,1,7,interior,9,14
PILOT-A,weak,761,761,1,7,interior,9,14
PILOT-A,weak,763,763,1,11,interior,14,11
PILOT-A,strict,766,766,1,8,interior,9,10
PILOT-A,weak,766,766,1,8,interior,9,10
PILOT-A,strict,769,769,1,7,interior,11,8
PILOT-A,weak,769,769,1,7,interior,11,8
PILOT-A,weak,772,772,1,9,interior,15,9
PILOT-A,weak,773,773,1,9,interior,9,15
PILOT-A,strict,776,776,1,5,interior,10,11
PILOT-A,weak,776,776,1,5,interior,10,11
PILOT-A,strict,778,778,1,10,interior,11,13
PILOT-A,weak,778,778,1,10,interior,11,13
PILOT-A,strict,781,781,1,6,interior,14,15
PILOT-A,weak,781,781,1,6,interior,14,15
PILOT-A,strict,785,785,1,6,interior,8,13
PILOT-A,weak,785,785,1,6,interior,8,13
PILOT-A,strict,787,787,1,9,interior,13,12
PILOT-A,weak,787,787,1,9,interior,13,12
PILOT-A,strict,790,790,1,10,interior,11,11
